date,ndwi,ndvi,cloud_cover_pct
2023-01-02,-0.05397118301508953,0.037547660821475856,39.943242
2023-01-17,-0.4822312859135316,0.5252096029189088,0.064436
2023-01-22,-0.5033521036897051,0.5500185672391097,0.000186
2023-01-27,-0.5529977943750757,0.5773046683981333,0.018032
2023-02-01,-0.5860859090876314,0.610972929129603,0.253271
2023-02-06,-0.5189368260314597,0.5470007248449666,9.689563
2023-02-11,-0.4999465291539264,0.5194084398258293,0.055564
2023-02-21,-0.45016692798364305,0.4891526255003708,6.401734
2023-02-26,-0.5512564325436013,0.566960952424329,0.488857
2023-03-03,-0.5951573280184819,0.6237230837048282,19.531949
2023-03-08,-0.557966549356957,0.6079419009555572,24.147172
2023-03-13,-0.6215228625724666,0.6293343687073842,6.360529
2023-03-23,-0.42898625029947934,0.49627766757370995,31.649238
2023-04-02,-0.5012160659725412,0.5588659706297446,11.117329
2023-04-07,-0.513728427490749,0.5110028720312525,0.00315
2023-04-12,-0.4719029436935151,0.4223170135543393,0.001291
2023-04-17,-0.4191882705444829,0.3559511023336786,0.000156
2023-05-07,-0.3766209765817115,0.29566838265915346,0.036513
2023-05-12,-0.3786863193282589,0.31323459732475145,0.138881
2023-05-17,-0.3234105872011838,0.24809996971653991,0.000554
2023-05-22,-0.3575265211306317,0.2805509492900535,2.838352
2023-05-27,-0.38819922853819805,0.332116467456317,0.034379
2023-06-06,-0.3122531467880869,0.292294006525358,25.471547
2023-06-11,-0.3779029731183865,0.3471361721618919,20.994526
2023-06-16,-0.31117888461647736,0.27605535769296463,3.506909
2023-06-21,-0.20167522219560632,0.18853129662747406,15.597801
2023-07-01,-0.11905889751251526,0.10378664799054443,10.118201
2023-07-11,-0.13852426337537274,0.09549928901091033,11.219299
2023-07-31,-0.3538458765887548,0.4393325484008878,35.627434
2023-08-05,-0.5038027350851458,0.5716459203477554,20.146114
2023-08-25,-0.5280235096940891,0.5800494528253984,13.627881
2023-08-30,-0.6871001210783559,0.7401191544873101,0.054651
2023-09-04,-0.6624270978526744,0.7119096170439297,0.717861
2023-09-09,-0.563192489896777,0.6544368198050023,20.980263
2023-09-29,-0.6546509030195803,0.7062030197793784,0.166373
2023-10-04,-0.6189230925777585,0.6848158309862151,0.000365
2023-10-09,-0.39688680783408714,0.4703570097714478,12.43898
2023-10-14,0.10573933770944047,-0.05000830610019727,37.739477
2023-10-19,-0.6596055197944362,0.6833957728441087,0.000508
2023-10-24,-0.6144416521408262,0.6019209245683126,0.000176
2023-10-29,-0.21408000611843653,0.2335653052212962,0.010594
2023-11-03,-0.28539498433919364,0.27573789354095213,15.218326
2023-11-13,-0.40486476337759464,0.38333422996543476,7.228032
2023-11-18,-0.34400230138540977,0.32081671819213153,0.076987
2023-11-23,-0.15694622837095176,0.1681489502677706,0.013733
2023-12-03,-0.3802633007892467,0.34384430726470944,0.000302
2023-12-08,-0.41905496967918154,0.39232517720735477,0.004731
2023-12-13,-0.4417963244679585,0.44611689799790527,0.499282
2023-12-18,-0.4780226649959893,0.48890246446402463,0.001108
